"Datum","Warengruppe","Umsatz","KielerWoche","Bewoelkung","Temperatur","Windgeschwindigkeit","Windspitze","Niederschlagsmenge","Niederschlagsform","Sonnenscheindauer","Relative_Feuchte","Max-Temperatur","Min_Temperatur","Min_Temperatur_Boden","Uebernachtungen","Ankuenfte","Aufenthaltsdauer","Schleswig-Holstein.Feiertage","Baden-Wuerttemberg.Ferien","Bayern.Ferien","Berlin.Ferien","Brandenburg.Ferien","Bremen.Ferien","Hamburg.Ferien","Hessen.Ferien","Mecklenburg-Vorpommern.Ferien","Niedersachsen.Ferien","Nordrhein-Westfalen.Ferien","Rheinland-Pfalz.Ferien","Saarland.Ferien","Sachsen.Ferien","Sachsen-Anhalt.Ferien","Schleswig-Holstein.Ferien","Thueringen.Ferien","Wettergruppe","Wochentag","Warenname","Monat","KalenderWoche","Wochenende","Windchill"
2015-07-04,2,667.545326269141,0,0,26.5,10,10.6,0.2,4,13.017,72.58,28.5,15.6,13.6,78622,41030,1.91620765293688,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Nischt","Samstag","Brötchen","Jul","27",1,28.0590384186288
2015-07-05,2,571.220211930273,0,4,25.25,9,19.4,15.9,4,4.2,85.46,27.4,17.4,16.9,78622,41030,1.91620765293688,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Sonntag","Brötchen","Jul","27",1,26.4431012651818
2015-07-06,2,435.547290335414,0,3,19.875,16,14.5,0,0,12.133,69.92,21.7,13.2,11,78622,41030,1.91620765293688,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Nischt","Montag","Brötchen","Jul","28",0,18.7975075624361
2015-07-07,2,424.75865459342,0,4,24.75,9,8.3,2.4,4,8.35,68.5,26.9,12.5,10.6,78622,41030,1.91620765293688,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Regen","Dienstag","Brötchen","Jul","28",0,25.7864912170156
2015-07-08,2,406.197372488758,0,6,16.625,16,17.1,4,4,6.267,82.71,19.2,12.2,11.2,78622,41030,1.91620765293688,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Regen","Mittwoch","Brötchen","Jul","28",0,14.312761819279
2015-07-09,2,400.061396607868,0,6,14.375,24,20.4,0.1,4,6.083,69.46,16.5,11,9.9,78622,41030,1.91620765293688,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Regen","Donnerstag","Brötchen","Jul","28",0,10.4809761636743
2015-07-10,2,419.920725517909,0,3,16.125,18,15.2,0,4,11.133,63.42,18.3,8.8,6.4,78622,41030,1.91620765293688,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Freitag","Brötchen","Jul","28",0,13.4417138390953
2015-07-11,2,579.775873809484,0,6,17.75,9,7.3,0,4,7.483,70.08,20.1,7,4.4,78622,41030,1.91620765293688,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Samstag","Brötchen","Jul","28",1,16.5939505426893
2015-07-12,2,638.240827319641,0,7,19.25,12,10.4,0.3,4,0.25,79.33,21.1,14.3,12.8,78622,41030,1.91620765293688,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Regen","Sonntag","Brötchen","Jul","28",1,18.2566522030545
2015-07-13,2,484.644303422986,0,6,19.375,11,9.6,0,0,2.933,79.5,21.9,14.6,13.5,78622,41030,1.91620765293688,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Nischt","Montag","Brötchen","Jul","29",0,18.5180147349874
2015-07-14,2,494.642623603643,0,3,19.625,9,7.9,0,0,6.733,72.42,21.2,12.9,11.3,78622,41030,1.91620765293688,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Bewölkung","Dienstag","Brötchen","Jul","29",0,19.0562382233124
2015-07-15,2,517.878028741276,0,3,20.125,14,12.5,3.9,4,11.383,67.5,22.1,10.9,8.8,78622,41030,1.91620765293688,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Nischt","Mittwoch","Brötchen","Jul","29",0,19.2795747936826
2015-07-16,2,498.959441029325,0,4,18.75,7,5.2,0,0,6.817,71.79,21.8,11.9,9,78622,41030,1.91620765293688,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,"Nischt","Donnerstag","Brötchen","Jul","29",0,18.1777757643047
2015-07-17,2,533.38199646267,0,4,23.25,12,11.9,1.8,4,12.15,73.38,26.6,9.7,6.8,78622,41030,1.91620765293688,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Freitag","Brötchen","Jul","29",0,23.6398662519406
2015-07-18,2,677.199908361688,0,2,20.875,16,15.3,0,0,11.283,70.38,23.3,11.9,9.2,78622,41030,1.91620765293688,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,"Nischt","Samstag","Brötchen","Jul","29",1,20.1774293295614
2015-07-19,2,713.948758860807,0,7,14.5,5,8.2,2.3,4,0,84.25,15.9,11.6,9.2,78622,41030,1.91620765293688,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,"Regen","Sonntag","Brötchen","Jul","29",1,13.2061407537383
2015-07-20,2,566.157537334118,0,6,18.375,12,9.9,0.8,4,7.7,75.79,20.5,11.2,9.7,78622,41030,1.91620765293688,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Montag","Brötchen","Jul","30",0,17.0790741298606
2015-07-21,2,556.009113808745,0,3,21.375,16,14.9,1.2,4,9.95,76.5,22.6,14,10,78622,41030,1.91620765293688,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,"Bewölkung","Dienstag","Brötchen","Jul","30",0,20.867390213124
2015-07-22,2,597.576041552763,0,2,23.75,12,10.1,0,4,9.4,71,25.7,13.4,9,78622,41030,1.91620765293688,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,"Bewölkung","Mittwoch","Brötchen","Jul","30",0,24.3127680080513
2015-07-23,2,600.414019091748,0,5,18.375,12,10.6,0,4,6.25,72.33,21,10.7,7.6,78622,41030,1.91620765293688,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,"Regen","Donnerstag","Brötchen","Jul","30",0,17.0790741298606
2015-07-24,2,578.637666776062,0,7,19.375,10,9.8,21.6,4,6.233,72.92,21.4,10.6,6.9,78622,41030,1.91620765293688,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,"Nischt","Freitag","Brötchen","Jul","30",0,18.6185578014484
2015-07-25,2,672.206275477328,0,6,20,10,15.6,8.9,4,1.8,87.17,24.2,13.7,13.2,78622,41030,1.91620765293688,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,"Gewitter","Samstag","Brötchen","Jul","30",1,19.4466701362888
2015-07-26,2,705.589263265344,0,5,16.75,19,15.9,0.7,4,7.767,71.79,18.9,12.5,11.8,78622,41030,1.91620765293688,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,"Regen","Sonntag","Brötchen","Jul","30",1,14.2331031795853
2015-07-27,2,596.420841559454,0,7,15.875,8,8,21.8,4,0.6,89.42,18.2,13.6,12.6,78622,41030,1.91620765293688,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Regen","Montag","Brötchen","Jul","31",0,14.296968753668
2015-07-28,2,597.787732789746,0,7,17.375,15,14,14.2,4,2.283,90.63,20,13.8,12.8,78622,41030,1.91620765293688,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Regen","Dienstag","Brötchen","Jul","31",0,15.4357518535914
2015-07-29,2,579.295922313804,0,5,14.875,12,14,22.5,4,2.967,88.71,16.9,12.2,11.6,78622,41030,1.91620765293688,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Regen","Mittwoch","Brötchen","Jul","31",0,12.3687618370853
2015-07-30,2,565.527307888753,0,7,14,16,15.1,2.1,4,0,92.54,14.5,12,11.5,78622,41030,1.91620765293688,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Regen","Donnerstag","Brötchen","Jul","31",0,10.6904671805751
2015-07-31,2,642.086323539373,0,7,15.875,15,11.1,0,0,4.367,68.33,17.4,7.5,4.6,78622,41030,1.91620765293688,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Nischt","Freitag","Brötchen","Jul","31",0,13.3775561390694
2015-08-01,2,713.621778934724,0,0,17.625,12,8,0,0,12.6,73.63,18.7,6.4,3.7,76009,38934,1.95225252992243,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Nischt","Samstag","Brötchen","Aug","31",1,16.0697214956945
2015-08-02,2,781.185854004288,0,0,21.5,8,7.8,0,0,12.833,71.71,22.7,9.1,7.4,76009,38934,1.95225252992243,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Nischt","Sonntag","Brötchen","Aug","31",1,21.6111927931877
2015-08-03,2,626.831725112069,0,0,26,7,7.7,0,0,14.517,63.29,28.4,10.4,7.7,76009,38934,1.95225252992243,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Nischt","Montag","Brötchen","Aug","32",0,27.5009684194829
2015-08-04,2,601.373326416756,0,2,26.5,15,12,4.1,4,8.05,70.79,29.7,15.9,15.1,76009,38934,1.95225252992243,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Regen","Dienstag","Brötchen","Aug","32",0,27.9564424502668
2015-08-05,2,616.704465064561,0,2,21.75,8,7.8,0,0,13.433,74.17,23.6,12.8,10.7,76009,38934,1.95225252992243,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Mittwoch","Brötchen","Aug","32",0,21.9362694171664
2015-08-06,2,637.800836478639,0,1,27.625,6,5.3,0,0,12.883,65.33,30.4,12.8,10.5,76009,38934,1.95225252992243,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Nischt","Donnerstag","Brötchen","Aug","32",0,29.6076615270181
2015-08-07,2,663.665647701062,0,4,20,9,7.6,3.7,4,7.5,81.42,23.4,15.5,13.9,76009,38934,1.95225252992243,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Regen","Freitag","Brötchen","Aug","32",0,19.5486957594371
2015-08-08,2,708.839463184239,0,6,19.125,10,6.8,0,0,2.7,84.42,20.7,13.2,10.9,76009,38934,1.95225252992243,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Nischt","Samstag","Brötchen","Aug","32",1,18.2873128675122
2015-08-09,2,591.671146288595,0,0,21,10,7.3,0,0,13.733,68.63,22.6,10,7.4,76009,38934,1.95225252992243,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Nischt","Sonntag","Brötchen","Aug","32",1,20.7716498720334
2015-08-10,2,594.76210118618,0,3,22.5,8,6.2,11.5,4,5.567,69,24.3,15.7,14.4,76009,38934,1.95225252992243,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Montag","Brötchen","Aug","33",0,22.9114992891024
2015-08-11,2,544.020362022611,0,4,22.125,7,7.3,0,0,7.217,83.04,25.3,16.5,16.1,76009,38934,1.95225252992243,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Nischt","Dienstag","Brötchen","Aug","33",0,22.5178826899911
2015-08-12,2,545.01956668171,0,5,19.125,9,7,0,4,4.333,77.04,20.2,12.3,10.5,76009,38934,1.95225252992243,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Mittwoch","Brötchen","Aug","33",0,18.3996281751463
2015-08-13,2,583.360345249005,0,0,20.75,13,10.5,0,0,13.9,74.13,21.8,11.8,10.1,76009,38934,1.95225252992243,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,"Bewölkung","Donnerstag","Brötchen","Aug","33",0,20.2013636169103
2015-08-14,2,554.667565714253,0,4,24,14,10.8,0.4,4,9.867,76.67,25.8,17.8,16.5,76009,38934,1.95225252992243,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,"Nischt","Freitag","Brötchen","Aug","33",0,24.5646483064465
2015-08-15,2,663.39667410597,0,7,20.875,8,7.9,0,4,3.25,90.17,22.6,15.3,14,76009,38934,1.95225252992243,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,"Regen","Samstag","Brötchen","Aug","33",1,20.7985012332411
2015-08-16,2,590.489204564676,0,6,21.5,10,8.8,9,4,4.233,89.71,23.4,15.6,14.5,76009,38934,1.95225252992243,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,"Bewölkung","Sonntag","Brötchen","Aug","33",1,21.4341397399057
2015-08-17,2,450.920128263096,0,7,19.375,14,17.4,3.3,4,0.067,87.58,20.3,17.7,16.9,76009,38934,1.95225252992243,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,"Regen","Montag","Brötchen","Aug","34",0,18.2566573395993
2015-08-18,2,523.448950264901,0,7,19.25,13,14.2,0.3,4,0.017,85.67,20.7,14.7,13.9,76009,38934,1.95225252992243,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Dienstag","Brötchen","Aug","34",0,18.1686548181059
2015-08-19,2,490.674067203851,0,3,19.625,8,6.5,0,0,6,90.71,21.3,12.9,10.6,76009,38934,1.95225252992243,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,"Dunst, Rauch, Staub oder Sand","Mittwoch","Brötchen","Aug","34",0,19.1731181133478
2015-08-20,2,504.081147710709,0,1,20.375,8,5.6,0,0,8.717,83.13,22.8,12.2,9.1,76009,38934,1.95225252992243,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,"Trockenereignisse","Donnerstag","Brötchen","Aug","34",0,20.1483479852838
2015-08-21,2,544.022008883632,0,1,22.875,7,8,0,0,12.917,68.67,24.2,10.2,7.7,76009,38934,1.95225252992243,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,"Bewölkung","Freitag","Brötchen","Aug","34",0,23.4823508956992
2015-08-22,2,702.931855454761,0,0,23.5,12,8.7,0,0,13.45,65.96,24.6,11.7,8.9,76009,38934,1.95225252992243,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,"Nischt","Samstag","Brötchen","Aug","34",1,23.9763171299959
2015-08-23,2,649.688467416964,0,0,21.625,18,14,0,0,13.217,76.38,22.6,13.5,11.1,76009,38934,1.95225252992243,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,"Bewölkung","Sonntag","Brötchen","Aug","34",1,21.1106386563753
2015-08-24,2,452.009690636085,0,6,20.75,8,10.9,0,4,4.883,72.96,23.1,16.5,14.5,76009,38934,1.95225252992243,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,"Nischt","Montag","Brötchen","Aug","35",0,20.6359629212518
2015-08-25,2,470.207032832021,0,6,17.75,12,13.9,6.4,4,5.75,78.71,20.1,14,12.8,76009,38934,1.95225252992243,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Dienstag","Brötchen","Aug","35",0,16.2379469347222
2015-08-26,2,455.605966636962,0,5,22.125,9,10.2,3,4,5.6,73.79,24.5,14.4,13,76009,38934,1.95225252992243,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,"Nischt","Mittwoch","Brötchen","Aug","35",0,22.3392884641433
2015-08-27,2,413.885988542687,0,6,18.125,12,13.9,5.1,4,0.483,82.88,21,13.5,12.9,76009,38934,1.95225252992243,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,"Regen","Donnerstag","Brötchen","Aug","35",0,16.7426232518053
2015-08-28,2,476.398072412663,0,2,19.625,11,10.6,0,4,7.867,81.38,20.8,12.7,10.7,76009,38934,1.95225252992243,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Freitag","Brötchen","Aug","35",0,18.8519621738538
2015-08-29,2,564.048419158283,0,4,20.125,6,6.1,0,4,7.867,74.63,21.9,11.8,9.3,76009,38934,1.95225252992243,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,"Nischt","Samstag","Brötchen","Aug","35",1,20.0843880090223
2015-08-30,2,539.736641041383,0,5,19.375,10,8,0,4,4.367,84.71,20.9,11.9,10.3,76009,38934,1.95225252992243,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Sonntag","Brötchen","Aug","35",1,18.6185578014484
2015-08-31,2,393.617421433248,0,3,21.875,8,13.2,2.7,4,6.017,85.63,25.9,17.1,15.4,76009,38934,1.95225252992243,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,"Regen","Montag","Brötchen","Aug","36",0,22.0988077291557
2015-09-01,2,341.592585917743,0,8,17.625,12,11.1,0,4,0.1,88.17,19.7,13.1,11.1,62303,31018,2.00860790508737,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,"Regen","Dienstag","Brötchen","Sep","36",0,16.0697214956945
2015-09-02,2,343.529213049574,0,5,17,13,14.1,0,4,6.483,80.54,18.2,11.8,10,62303,31018,2.00860790508737,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Mittwoch","Brötchen","Sep","36",0,15.1195916198993
2015-09-03,2,364.2487486097,0,3,17.75,8,8.9,0,0,9.767,73.54,19.2,10.2,8.6,62303,31018,2.00860790508737,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,"Nischt","Donnerstag","Brötchen","Sep","36",0,16.7350434335079
2015-09-04,2,348.1661813862,0,7,15.625,10,10.2,1.3,4,3.4,81.08,16.4,10,8.3,62303,31018,2.00860790508737,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"Regen","Freitag","Brötchen","Sep","36",0,13.649883792406
2015-09-05,2,489.485517572011,0,5,14.125,20,17.3,5,4,4.967,85.92,16.6,11,9.6,62303,31018,2.00860790508737,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"Regen","Samstag","Brötchen","Sep","36",1,10.4618309875921
2015-09-06,2,502.44714208799,0,5,17,18,14.4,0,0,7.067,75.46,18.7,9.2,5.8,62303,31018,2.00860790508737,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nischt","Sonntag","Brötchen","Sep","36",1,14.6617700600262
2015-09-07,2,394.644880949285,0,0,17.25,12,10.8,0,0,12.283,74.46,18.3,6.8,4.8,62303,31018,2.00860790508737,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nischt","Montag","Brötchen","Sep","37",0,15.5650451786114
2015-09-08,2,351.131949782145,0,2,17.5,9,8.2,0,0,9.983,80.54,18.7,7.7,5.7,62303,31018,2.00860790508737,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bewölkung","Dienstag","Brötchen","Sep","37",0,16.2656455186062
2015-09-09,2,376.926779721908,0,1,16.875,10,6.8,0,0,10.533,75.33,17.9,7.2,3.8,62303,31018,2.00860790508737,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nischt","Mittwoch","Brötchen","Sep","37",0,15.3061084620868
2015-09-10,2,389.614304848778,0,1,17.625,14,10.9,0,0,9.883,79.08,19.1,6.7,3.8,62303,31018,2.00860790508737,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nischt","Donnerstag","Brötchen","Sep","37",0,15.8698499467382
2015-09-11,2,370.834526663937,0,7,15,12,12.9,1.6,4,0.517,87.88,16.4,13.3,11.8,62303,31018,2.00860790508737,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Freitag","Brötchen","Sep","37",0,12.536987276113
2015-09-12,2,535.735851383828,0,5,18.5,8,7.7,7.3,4,6,82.29,19.9,12.6,10.5,62303,31018,2.00860790508737,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nischt","Samstag","Brötchen","Sep","37",1,17.7102733054439
2015-09-13,2,500.251121182591,0,6,18.5,5,6.3,4.3,4,1.283,91.71,20.4,15,14.5,62303,31018,2.00860790508737,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Sonntag","Brötchen","Sep","37",1,18.2106687552632
2015-09-14,2,344.444831213055,0,7,17.625,6,9.9,21.8,4,3,92.33,19,13.2,12.4,62303,31018,2.00860790508737,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Montag","Brötchen","Sep","38",0,16.9099635030237
2015-09-15,2,393.952752737191,0,4,13.875,10,12.4,10,4,6.7,83.71,16.2,9.5,9.3,62303,31018,2.00860790508737,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gewitter","Dienstag","Brötchen","Sep","38",0,11.331169254853
2015-09-16,2,319.876606857062,0,7,15.25,6,12,2,4,0.083,86.25,17.8,11.5,10.1,62303,31018,2.00860790508737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Mittwoch","Brötchen","Sep","38",0,13.894260222325
2015-09-17,2,339.29368224101,0,6,18,12,15.2,4.3,4,0.9,80.96,19,13.7,12.6,62303,31018,2.00860790508737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Donnerstag","Brötchen","Sep","38",0,16.5743978127776
2015-09-18,2,352.790180923934,0,5,17.25,10,10.8,0,4,4.683,84.75,18.8,11.7,9.1,62303,31018,2.00860790508737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bewölkung","Freitag","Brötchen","Sep","38",0,15.8029758629911
2015-09-19,2,489.258808159457,0,7,15.25,7,6.9,1.6,4,3.467,87.96,16.9,11.1,8.5,62303,31018,2.00860790508737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Samstag","Brötchen","Sep","38",1,13.676924137667
2015-09-20,2,513.530323638994,0,3,15.625,15,12.5,0.1,4,7.283,84.67,16.7,9.2,7.1,62303,31018,2.00860790508737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Sonntag","Brötchen","Sep","38",1,13.0345235199824
2015-09-21,2,341.999724265438,0,7,13.375,6,8.9,1,4,0.367,93.46,14.4,7.7,5.3,62303,31018,2.00860790508737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Montag","Brötchen","Sep","39",0,11.513441842826
2015-09-22,2,341.945995080269,0,7,14.25,7,8.6,1.3,4,0.45,88.71,15.6,12.1,11.4,62303,31018,2.00860790508737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Dienstag","Brötchen","Sep","39",0,12.3909665300562
2015-09-23,2,330.659883041061,0,7,14,5,5.5,0,4,0.6,89.75,15.4,10.3,9.3,62303,31018,2.00860790508737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Mittwoch","Brötchen","Sep","39",0,12.5805747535477
2015-09-24,2,331.504415119153,0,3,16,11,11.4,2.4,4,5.1,86.96,17,10.5,9.6,62303,31018,2.00860790508737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bewölkung","Donnerstag","Brötchen","Sep","39",0,14.0097243102915
2015-09-25,2,345.480200670974,0,4,14.875,8,8.2,0,4,4.9,88.79,16.7,8.3,5.5,62303,31018,2.00860790508737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Freitag","Brötchen","Sep","39",0,12.9966622577534
2015-09-26,2,516.867082419223,0,4,15.25,7,6.9,0,4,8.05,85.38,17.1,6.4,3.4,62303,31018,2.00860790508737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Samstag","Brötchen","Sep","39",1,13.676924137667
2015-09-27,2,474.080062196284,0,1,15.25,8,7.8,0,0,9.983,86.21,16.6,5.9,4,62303,31018,2.00860790508737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nischt","Sonntag","Brötchen","Sep","39",1,13.4842771937214
2015-09-28,2,337.127014231803,0,2,14.625,7,6.6,0,0,8.217,89.75,16,5.5,3.1,62303,31018,2.00860790508737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bewölkung","Montag","Brötchen","Sep","40",0,12.8732006329102
2015-09-29,2,331.727598762738,0,2,15.625,9,6.5,0,0,9.383,83.08,17.1,5.1,2.3,62303,31018,2.00860790508737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bewölkung","Dienstag","Brötchen","Sep","40",0,13.8033578379831
2015-09-30,2,314.143853841003,0,0,15.375,6,4.2,0,0,11.117,84.13,16.5,4.7,2,62303,31018,2.00860790508737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bewölkung","Mittwoch","Brötchen","Sep","40",0,14.0529814476249
2015-10-01,2,335.045744545908,0,1,14.75,9,6.8,0,0,9.783,89.46,16.7,4.1,2.5,54764,27944,1.95977669624964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bewölkung","Donnerstag","Brötchen","Okt","40",0,12.6542902536923
2015-10-02,2,354.775507335419,0,2,15.375,7,6.8,0.1,4,7.817,92.33,18.3,5.3,2.5,54764,27944,1.95977669624964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Trockenereignisse","Freitag","Brötchen","Okt","40",0,13.8376688386183
2015-10-03,2,473.947428461761,0,2,14.375,9,6.4,0,0,4.933,92.46,16.2,4.4,2.7,54764,27944,1.95977669624964,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bewölkung","Samstag","Brötchen","Okt","40",1,12.1618327175677
2015-10-04,2,523.195446240805,0,6,15.625,7,6.8,0,0,2.417,92.67,18.4,7.3,4.2,54764,27944,1.95977669624964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nebel oder Eisnebel","Sonntag","Brötchen","Okt","40",1,14.159158240521
2015-10-05,2,377.265838211666,0,0,16.5,5,8.4,0,0,6.317,87.58,18.2,6.5,3.6,54764,27944,1.95977669624964,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"Trockenereignisse","Montag","Brötchen","Okt","41",0,15.7084047545008
2015-10-06,2,354.961577916475,0,7,14.875,14,13.1,3,4,0.033,87.79,15.7,11.8,10.1,54764,27944,1.95977669624964,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"Trockenereignisse","Dienstag","Brötchen","Okt","41",0,12.1191526150994
2015-10-07,2,360.31000218759,0,8,13,7,9.2,12.4,4,0,96.04,14.3,11.6,11.5,54764,27944,1.95977669624964,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"Regen","Mittwoch","Brötchen","Okt","41",0,10.7835195205427
